User Interface Language Code Identifier|20% - Accent1|20% - Accent2|20% - Accent3|20% - Accent4|20% - Accent5|20% - Accent6|40% - Accent1|40% - Accent2|40% - Accent3|40% - Accent4|40% - Accent5|40% - Accent6|60% - Accent1|60% - Accent2|60% - Accent3|60% - Accent4|60% - Accent5|60% - Accent6|Accent1|Accent2|Accent3|Accent4|Accent5|Accent6|Bad|Calculation|Check Cell|Comma|Comma [0]|Currency|Currency [0]|Explanatory Text|Good|Heading 1|Heading 2|Heading 3|Heading 4|Input|Linked Cell|Neutral|Normal|Note|Output|Percent|Title|Total|Warning Text
1060|20 % – Poudarek1|20 % – Poudarek2|20 % – Poudarek3|20 % – Poudarek4|20 % – Poudarek5|20 % – Poudarek6|40 % – Poudarek1|40 % – Poudarek2|40 % – Poudarek3|40 % – Poudarek4|40 % – Poudarek5|40 % – Poudarek6|60 % – Poudarek1|60 % – Poudarek2|60 % – Poudarek3|60 % – Poudarek4|60 % – Poudarek5|60 % – Poudarek6|Poudarek1|Poudarek2|Poudarek3|Poudarek4|Poudarek5|Poudarek6|Slabo|Računanje|Preveri celico|Vejica|Vejica [0]|Valuta|Valuta [0]|Pojasnjevalno besedilo|Dobro|Naslov 1|Naslov 2|Naslov 3|Naslov 4|Vnos|Povezana celica|Nevtralno|Navadno|Opomba|Izhod|Odstotek|Naslov|Vsota|Opozorilo
1061|20% – rõhk1|20% – rõhk2|20% – rõhk3|20% – rõhk4|20% – rõhk5|20% – rõhk6|40% – rõhk1|40% – rõhk2|40% – rõhk3|40% – rõhk4|40% – rõhk5|40% – rõhk6|60% – rõhk1|60% – rõhk2|60% – rõhk3|60% – rõhk4|60% – rõhk5|60% – rõhk6|Rõhk1|Rõhk2|Rõhk3|Rõhk4|Rõhk5|Rõhk6|Halb|Arvutus|Kontrolli lahtrit|Koma|Koma [0]|Valuuta|Valuuta [0]|Selgitav tekst|Hea|Pealkiri 1|Pealkiri 2|Pealkiri 3|Pealkiri 4|Sisend|Lingitud lahter|Neutraalne|Normaallaad|Märkus|Väljund|Protsent|Üldpealkiri|Kokku|Hoiatuse tekst
1062|20% no 1. izcēluma|20% no 2. izcēluma|20% no 3. izcēluma|20% no 4. izcēluma|20% no 5. izcēluma|20% no 6. izcēluma|40% no 1. izcēluma|40% no 2. izcēluma|40% no 3. izcēluma|40% no 4. izcēluma|40% no 5. izcēluma|40% no 6. izcēluma|60% no 1. izcēluma|60% no 2. izcēluma|60% no 3. izcēluma|60% no 4. izcēluma|60% no 5. izcēluma|60% no 6. izcēluma|Izcēlums (1. veids)|Izcēlums (2. veids)|Izcēlums (3. veids)|Izcēlums (4. veids)|Izcēlums (5. veids)|Izcēlums (6. veids)|Slikts|Aprēķināšana|Pārbaudes šūna|Komats|Komats [0]|Valūta|Valūta [0]|Paskaidrojošs teksts|Labs|Virsraksts 1|Virsraksts 2|Virsraksts 3|Virsraksts 4|Ievade|Saistīta šūna|Neitrāls|Parasts|Piezīme|Izvade|Procenti|Nosaukums|Kopsumma|Brīdinājuma teksts
1063|20% – paryškinimas 1|20% – paryškinimas 2|20% – paryškinimas 3|20% – paryškinimas 4|20% – paryškinimas 5|20% – paryškinimas 6|40% – paryškinimas 1|40% – paryškinimas 2|40% – paryškinimas 3|40% – paryškinimas 4|40% – paryškinimas 5|40% – paryškinimas 6|60% – paryškinimas 1|60% – paryškinimas 2|60% – paryškinimas 3|60% – paryškinimas 4|60% – paryškinimas 5|60% – paryškinimas 6|Paryškinimas 1|Paryškinimas 2|Paryškinimas 3|Paryškinimas 4|Paryškinimas 5|Paryškinimas 6|Blogas|Skaičiavimas|Tikrinimo langelis|Kablelis|Kablelis [0]|Valiuta|Valiuta [0]|Aiškinamasis tekstas|Geras|1 antraštė|2 antraštė|3 antraštė|4 antraštė|Įvestis|Susietas langelis|Neutralus|Įprastas|Pastaba|Išvestis|Procentai|Pavadinimas|Suma|Įspėjimo tekstas
1065|‏20% - تأکید1|‏20% - تاکید2|‏20% - تاکید3|‏20% - تاکید4|‏20% - تاکید5|‏20% - تاکید6|40% - آکسان 1|‏40% - تاکید2|‏40% - تاکید3|‏40% - تاکید4|‏40% - تاکید5|‏40% - تاکید6|‏60% - تأکید1|‏60% - تاکید2|‏60% - تاکید3|‏60% - تاکید4|‏60% - تاکید5|‏60% - تاکید6|تأکید1|تاکید2|تاکید3|تاکید4|تاکید5|تاکید6|بد|محاسبه|بررسی سلول|کاما|کاما [0]|ارز|واحد پول [0]|متن توصیفی|خوب|عنوان 1|عنوان 2|عنوان 3|عنوان 4|ورودی|سلول پیوندی|خنثی|معمولی|یادداشت|خروجی|درصد|عنوان|مجموع|متن هشدار
1066|20% - Accent1|20% - Accent2|20% - Accent3|20% - Accent4|20% - Accent5|20% - Accent6|40% - Accent1|40% - Accent2|40% - Accent3|40% - Accent4|40% - Accent5|40% - Accent6|60% - Accent1|60% - Accent2|60% - Accent3|60% - Accent4|60% - Accent5|60% - Accent6|Accent1|Accent2|Accent3|Accent4|Accent5|Accent6|Xấu|Tính toán|Kiểm tra Ô|Dấu phẩy|Dấu phẩy [0]|Tiền tệ|Tiền tệ [0]|Văn bản Giải thích|Tốt|Đầu đề 1|Đầu đề 2|Đầu đề 3|Đầu đề 4|Đầu vào|Ô được Nối kết|Trung lập|Bình thường|Ghi chú|Đầu ra|Phần trăm|Tiêu đề|Tổng|Văn bản Cảnh báo
1067|20% - Շեշտ1|20% - Շեշտ2|20% - Շեշտ3|20% - Շեշտ4|20% - Շեշտ5|20% - Շեշտ6|40% - Շեշտ1|40% - Շեշտ2|40% - Շեշտ3|40% - Շեշտ4|40% - Շեշտ5|40% - Շեշտ6|60% - Շեշտ1|60% - Շեշտ2|60% - Շեշտ3|60% - Շեշտ4|60% - Շեշտ5|60% - Շեշտ6|Շեշտ1|Շեշտ2|Շեշտ3|Շեշտ4|Շեշտ5|Շեշտ6|Վատ|Հաշվարկում|Ստուգման վանդակ|Ստորակետ|Ստորակետ [0]|Տարադրամ|Տարադրամ [0]|Բացատրական գրվածք|Լավ|Վերնագիր 1|Վերնագիր 2|Վերնագիր 3|Վերնագիր 4|Ներածում|Կապված վանդակ|Չեզոք|Սովորական|Նշում|Արտածում|Տոկոս|Անվանում|Ընդամենը|Զգուշացման գրվածք
1068|20% - Vurğu1|20% - Vurğu2|20% - Vurğu3|20% - Vurğu4|20% - Vurğu5|20% - Vurğu6|40% - Vurğu1|40% - Vurğu2|40% - Vurğu3|40% - Vurğu4|40% - Vurğu5|40% - Vurğu6|60% - Vurğu1|60% - Vurğu2|60% - Vurğu3|60% - Vurğu4|60% - Vurğu5|60% - Vurğu6|Vurğu1|Vurğu2|Vurğu3|Vurğu4|Vurğu5|Vurğu6|Pis|Hesablama|Nəzarət Xanası|Vergül|Maliyyə [0]|Valyuta|Valyuta [0]|Aydınlaşdırıcı Mətn|Yaxşı|Başlıq 1|Başlıq 2|Başlıq 3|Başlıq 4|Daxil et|Əlaqəli Xana|Neytral|Normal|Qeyd|Çıxış|Faiz|Başlıq|Yekun|Xəbərdarlıq Mətni
1069|% 20 - 1. enfasia|% 20 - 2. enfasia|% 20 - 3. enfasia|% 20 - 4. enfasia|% 20 - 5. enfasia|% 20 - 6. enfasia|% 40 - 1. enfasia|% 40 - 2. enfasia|% 40 - 3. enfasia|% 40 - 4. enfasia|% 40 - 5. enfasia|% 40 - 6. enfasia|% 60 - 1. enfasia|% 60 - 2. enfasia|% 60 - 3. enfasia|% 60 - 4. enfasia|% 60 - 5. enfasia|% 60 - 6. enfasia|1. enfasia|2. enfasia|3. enfasia|4. enfasia|5. enfasia|6. enfasia|Gaizki|Kalkulua|Egiaztapen-gelaxka|Koma|Koma [0]|Moneta|Moneta [0]|Azalpen-testua|Ona|1. izenburua|2. izenburua|3. izenburua|4. izenburua|Sarrera|Estekatutako gelaxka|Neutroa|Normala|Oharra|Irteera|Ehunekoa|Titulua|Guztira|Ohar-testua
1071|20% - Нагласување1|20% - Нагласување2|20% - Нагласување3|20% - Нагласување4|20% - Нагласување5|20% - Нагласување6|40% - Нагласување1|40% - Нагласување2|40% - Нагласување3|40% - Нагласување4|40% - Нагласување5|40% - Нагласување6|60% - Нагласување1|60% - Нагласување2|60% - Нагласување3|60% - Нагласување4|60% - Нагласување5|60% - Нагласување6|Нагласување1|Нагласување2|Нагласување3|Нагласување4|Нагласување5|Нагласување6|Лошо|Пресметка|Провери ќелија|Запирка|Запирка [0]|Валута|Валута [0]|Појаснувачки текст|Добро|Наслов 1|Наслов 2|Наслов 3|Наслов 4|Влез|Поврзана ќелија|Неутрално|Нормално|Напомена|Излез|Процент|Наслов|Вкупно|Текст на предупредување
1078|20% - Aksent1|20% - Aksent2|20% - Aksent3|20% - Aksent4|20% - Aksent5|20% - Aksent6|40% - Aksent1|40% - Aksent2|40% - Aksent3|40% - Aksent4|40% - Aksent5|40% - Aksent6|60% - Aksent1|60% - Aksent2|60% - Aksent3|60% - Aksent4|60% - Aksent5|60% - Aksent6|Aksent1|Aksent2|Aksent3|Aksent4|Aksent5|Aksent6|Swak|Berekening|Gaan Sel na|Komma|Komma [0]|Geldeenheid|Geldeenheid [0]|Verduidelikende Teks|Goed|Opskrif 1|Opskrif 2|Opskrif 3|Opskrif 4|Inset|Gekoppelde Sel|Neutraal|Normaal|Nota|Uitset|Persent|Titel|Totaal|Waarskuwingsteks
1079|20% - მახვილი1|20% - მახვილი2|20% - მახვილი3|20% - მახვილი4|20% - მახვილი5|20% - მახვილი6|40% - მახვილი1|40% - მახვილი2|40% - მახვილი3|40% - მახვილი4|40% - მახვილი5|40% - მახვილი6|60% - მახვილი1|60% - მახვილი2|60% - მახვილი3|60% - მახვილი4|60% - მახვილი5|60% - მახვილი6|მახვილი1|მახვილი2|მახვილი3|მახვილი4|მახვილი5|მახვილი6|ცუდი|გამოთვლა|უჯრის შემოწმება|მძიმე|ფინანსური [0]|ვალუტა|თანხობრივი [0]|განმარტებითი ტექსტი|კარგი|სათაური 1|სათაური 2|სათაური 3|სათაური 4|შეტანა|დაკავშირებული უჯრა|ნეიტრალური|ჩვეულებრივი|შენიშვნა|გამოტანა|პროცენტი|სათაური|სულ|გაფრთხილების ტექსტი
1081|20% - एक्सेंट1|20% - एक्सेंट2|20% - एक्सेंट3|20% - एक्सेंट4|20% - एक्सेंट5|20% - एक्सेंट6|40% - एक्सेंट1|40% - एक्सेंट2|40% - एक्सेंट3|40% - एक्सेंट4|40% - एक्सेंट5|40% - एक्सेंट6|60% - एक्सेंट1|60% - एक्सेंट2|60% - एक्सेंट3|60% - एक्सेंट4|60% - एक्सेंट5|60% - एक्सेंट6|एक्सेंट1|एक्सेंट2|एक्सेंट3|एक्सेंट4|एक्सेंट5|एक्सेंट6|बुरा|परिकलन|कक्ष जाँचें|अल्पविराम|अल्पविराम [0]|मुद्रा|मुद्रा [0]|व्याख्यात्मक पाठ|अच्छा|शीर्ष 1|शीर्ष 2|शीर्ष 3|शीर्ष 4|इनपुट|लिंक्ड कक्ष|न्यूट्रल|Normal|नोट|आउटपुट|प्रतिशत|शीर्षक|कुल|चेतावनी पाठ
1082|20% - Enfasi1|20% - Enfasi2|20% - Enfasi3|20% - Enfasi4|20% - Enfasi5|20% - Enfasi6|40% - Enfasi1|40% - Enfasi2|40% - Enfasi3|40% - Enfasi4|40% - Enfasi5|40% - Enfasi6|60% - Enfasi1|60% - Enfasi2|60% - Enfasi3|60% - Enfasi4|60% - Enfasi5|60% - Enfasi6|Enfasi1|Enfasi2|Enfasi3|Enfasi4|Enfasi5|Enfasi6|Ħażin|Kalkulazzjoni|Ċellula tal-Immarkar|Virgola|Virgola [0]|Munita|Valuta [0]|Test Spjegattiv|Tajjeb|Intestatura 1|Intestatura 2|Intestatura 3|Intestatura 4|Input|Ċellula Llinkjata|Newtrali|Normali|Nota|Output|Perċentwali|Titlu|Total|Test ta' Twissija
1086|20% - Aksen1|20% - Aksen2|20% - Aksen3|20% - Aksen4|20% - Aksen5|20% - Aksen6|40% - Aksen1|40% - Aksen2|40% - Aksen3|40% - Aksen4|40% - Aksen5|40% - Aksen6|60% - Aksen1|60% - Aksen2|60% - Aksen3|60% - Aksen4|60% - Aksen5|60% - Aksen6|Aksen1|Aksen2|Aksen3|Aksen4|Aksen5|Aksen6|Buruk|Pengiraan|Semak Sel|Koma|Koma [0]|Mata Wang|Mata Wang [0]|Teks Penjelasan|Baik|Tajuk 1|Tajuk 2|Tajuk 3|Tajuk 4|Input|Sel Terpaut|Neutral|Normal|Nota|Output|Peratus|Tajuk|Jumlah|Teks Amaran
1087|20% - Екпін1|20% - Екпін2|20% - Екпін3|20% - Екпін4|20% - Екпін5|20% - Екпін6|40% - Екпін1|40% - Екпін2|40% - Екпін3|40% - Екпін4|40% - Екпін5|40% - Екпін6|60% - Екпін1|60% - Екпін2|60% - Екпін3|60% - Екпін4|60% - Екпін5|60% - Екпін6|Екпін1|Екпін2|Екпін3|Екпін4|Екпін5|Екпін6|Нашар|Есептеу|Бақылау ұяшығы|Үтір|[0]-үтір|Валюта|[0]-валюта|Түсіндірме|Жақсы|1-тақырып|2-тақырып|3-тақырып|4-тақырып|Енгізу|Байланған ұяшық|Бейтарап|Қалыпты|Ескерім|Шығару|Пайыз|Тақырып|Жиын|Ескерту мәтіні
1088|20% - Акцент 1|20%-2-Басым|20%-3-Басым|20%-4-Басым|20%-5-Басым|20% - Акцент 6|40%-1-Басым|40%-2-Басым|40%-3-Басым|40%-4-Басым|40%-5-Басым|40%-6-Басым|60%-1-Басым|60%-2-Басым|60%-3-Басым|60%-4-Басым|60%-5-Басым|60%-6-Басым|Контраст1|2-Басым|3-Басым|4-Басым|5-Басым|6-Басым|Жаман|Эсептөө|Текшерүү уячасы|Үтүр|Үтүр [0]|Акча бирдиги|Акча бирдиги [0]|Түшүндүрмө текст|Жакшы|Баш ат 1|Баш ат 2|Баш ат 3|Баш ат 4|Чыгаруу|Байланышкан уя|Нейтралдуу|Кадимки|Эскертүү|Иштеп чыгарылган продукту|Пайыз|Аталышы|Жалпы|Эскертүү мазмун
1089|20% - Kimeko1|20% - Kimeko2|20% - Kimeko3|20% - Kimeko4|20% - Kimeko5|20% - Kimeko6|40% - Kimeko1|40% - Kimeko2|40% - Kimeko3|40% - Kimeko4|40% - Kimeko5|40% - Kimeko6|60% - Kimeko1|60% - Kimeko2|60% - Kimeko3|60% - Kimeko4|60% - Kimeko5|60% - Kimeko6|Kimeko1|Kimeko2|Kimeko3|Kimeko4|Kimeko5|Kimeko6|Mbaya|Mkokotoo|Kagua Seli|Mkato|Mkato [0]|Fedha|Fedha [0]|Matini Fafanuzi|Vizuri|Kichwa 1|Kichwa 2|Kichwa 3|Kichwa 4|Ingizo|Seli Iliyounganishwa|Ya katikati|Kawaida|Dokezo|Towe|Asilimia|Kichwa|Jumla|Matini ya Onyo
1090|20% - Dyngy1|20% - Dyngy2|20% - Dyngy3|20% - Dyngy4|20% - Dyngy5|20% - Dyngy6|40% - Dyngy1|40% - Dyngy2|40% - Dyngy3|40% - Dyngy4|40% - Dyngy5|40% - Dyngy6|60% - Dyngy1|60% - Dyngy2|60% - Dyngy3|60% - Dyngy4|60% - Dyngy5|60% - Dyngy6|Dyngy1|Dyngy2|Dyngy3|Dyngy4|Dyngy5|Dyngy6|ýaman|Hasaplaýyş|Öýjügi Barla|Otur|Otur [0]|Pul Birligi|Pul Birligi [0]|Düşündiriş Teksti|Gowy|At 1|At 2|At 3|At 4|Girizilen|Baglanan Öýjük|Bitarap|Adaty|Bellik|çykyş|Göterim|At|Jemi|Duýduryş Teksti
1091|20% - Urg‘u belgi1|20% - Urg‘u belgi2|20% - Urg‘u belgi3|20% - Urg‘u belgi4|20% - Urg‘u belgi5|20% - Urg‘u belgi6|40% - Urg‘u belgi1|40% - Urg‘u belgi2|40% - Urg‘u belgi3|40% - Urg‘u belgi4|40% - Urg‘u belgi5|40% - Urg‘u belgi6|60% - Urg‘u belgi1|60% - Urg‘u belgi2|60% - Urg‘u belgi3|60% - Urg‘u belgi4|60% - Urg‘u belgi5|60% - Urg‘u belgi6|Urg‘u belgi1|Urg‘u belgi2|Urg‘u belgi3|Urg‘u belgi4|Urg‘u belgi5|Urg‘u belgi6|Yomon|Hisoblash|Nazorat uyasi|Vergul|Vergul [0]|Pul birligi|Pul birligi [0]|Tushuntirish|Yaxshi|Sarlavha 1|Sarlavha 2|Sarlavha 3|Sarlavha 4|Kiritmoq|Bog‘langan uya|Neytral|Oddiy|Eslatma|Chiqarish|Foiz|Sarlavha|Jami|Ogohlantirish matni
1092|20% - Акцент1|20% - Акцент2|20% - Акцент3|20% - Акцент4|20% - Акцент5|20% - Акцент6|40% - Акцент1|40% - Акцент2|40% - Акцент3|40% - Акцент4|40% - Акцент5|40% - Акцент6|60% - Акцент1|60% - Акцент2|60% - Акцент3|60% - Акцент4|60% - Акцент5|60% - Акцент6|Акцент1|Акцент2|Акцент3|Акцент4|Акцент5|Акцент6|Начар|Исәпләү|Шакмак тикшерү|Өтер|Өтер [0]|Акча|Акча [0]|Аңлатма тексты|Яхшы|Башлам 1|Башлам 2|Башлам 3|Башлам 4|Кертү|Бәйләнгән шакмак|Нейтраль|Гадәти|Искәрмә|Чыгару|Процент|Исем|Барлыгы|Кисәтү тексты
1093|20% - স্বরাঘাত1|20% - স্বরাঘাত2|20% - স্বরাঘাত3|20% - স্বরাঘাত4|20% - স্বরাঘাত5|20% - স্বরাঘাত6|40% - স্বরাঘাত1|40% - স্বরাঘাত2|40% - স্বরাঘাত3|40% - স্বরাঘাত4|40% - স্বরাঘাত5|40% - স্বরাঘাত6|60% - স্বরাঘাত1|60% - স্বরাঘাত2|60% - স্বরাঘাত3|60% - স্বরাঘাত4|60% - স্বরাঘাত5|60% - স্বরাঘাত6|স্বরাঘাত1|স্বরাঘাত2|স্বরাঘাত3|স্বরাঘাত4|স্বরাঘাত5|স্বরাঘাত6|মন্দ|গণনা|কক্ষ চেক করুন|কমা|কমা [0]|মুদ্রা|মুদ্রা [0]|ব্যাখ্যামূলক পাঠ|ভাল|শিরোনাম 1|শিরোনাম 2|শিরোনাম 3|শিরোনাম 4|ইনপুট|যোগসূত্রযুক্ত কক্ষ|নিরপেক্ষ|স্বাভাবিক|টীকা|আউটপুট|শতাংশ|শীর্ষক|সমষ্টি|সতর্কতা পাঠ
1094|20% - ਐਕਸੈਂਟ1|20% - ਐਕਸੈਂਟ2|20% - ਐਕਸੈਂਟ3|20% - ਐਕਸੈਂਟ4|20% - ਐਕਸੈਂਟ5|20% - ਐਕਸੈਂਟ6|40% - ਐਕਸੈਂਟ1|40% - ਐਕਸੈਂਟ2|40% - ਐਕਸੈਂਟ3|40% - ਐਕਸੈਂਟ4|40% - ਐਕਸੈਂਟ5|40% - ਐਕਸੈਂਟ6|60% - ਐਕਸੈਂਟ1|60% - ਐਕਸੈਂਟ2|60% - ਐਕਸੈਂਟ3|60% - ਐਕਸੈਂਟ4|60% - ਐਕਸੈਂਟ5|60% - ਐਕਸੈਂਟ6|ਐਕਸੈਂਟ1|ਐਕਸੈਂਟ2|ਐਕਸੈਂਟ3|ਐਕਸੈਂਟ4|ਐਕਸੈਂਟ5|ਐਕਸੈਂਟ6|ਬੁਰਾ|ਗਿਨਣਾ|ਕੋਸ਼ ਜਾਂਚੋ|ਕਾਮਾ|ਕਾਮਾ [0]|ਮੁਦਰਾ|ਮੁਦਰਾ [0]|ਵਿਆਖਿਆਤਮਕ ਪਾਠ|ਵਧੀਆ|ਸਿਰਲੇਖ 1|ਸਿਰਲੇਖ 2|ਸਿਰਲੇਖ 3|ਸਿਰਲੇਖ 4|ਇਨਪੁਟ|ਲਿੰਕਡ ਕੋਸ਼|ਨਿਊਟ੍ਰਲ|ਆਮ|ਨੋਟ|ਆਉਟਪੁਟ|ਪ੍ਰਤੀਸ਼ਤ|ਸਿਰਲੇਖ|ਕੁੱਲ|ਚੇਤਾਵਨੀ ਪਾਠ
1095|20% - એક્સન્ટ1|20% - એક્સન્ટ2|20% - એક્સન્ટ3|20% - એક્સન્ટ4|20% - એક્સન્ટ5|20% - એક્સન્ટ6|40% - એક્સન્ટ1|40% - એક્સન્ટ2|40% - એક્સન્ટ3|40% - એક્સન્ટ4|40% - એક્સન્ટ5|40% - એક્સન્ટ6|60% - એક્સન્ટ1|60% - એક્સન્ટ2|60% - એક્સન્ટ3|60% - એક્સન્ટ4|60% - એક્સન્ટ5|60% - એક્સન્ટ6|એક્સન્ટ1|એક્સન્ટ2|એક્સન્ટ3|એક્સન્ટ4|એક્સન્ટ5|એક્સન્ટ6|ખરાબ|ગણતરી|કોષ તપાસો|અલ્પવિરામ|અલ્પવિરામ [0]|મુદ્રા|મુદ્રા [0]|વ્યાખ્યાત્મક પાઠ|સારું|શીર્ષક 1|શીર્ષક 2|શીર્ષક 3|શીર્ષક 4|ઇનપુટ|લિંક કરેલ કોષ|ન્યુટ્રલ|સામાન્ય|નોટ|આઉટપોટ|ટકાવારી|શીર્ષક|કુલ|ચેતવણી પાઠ
1096|20% - ଆସେଣ୍ଟ1|20% - ଆସେଣ୍ଟ2|20% - ଆସେଣ୍ଟ3|20% - ଆସେଣ୍ଟ4|20% - ଆସେଣ୍ଟ5|20% - ଆସେଣ୍ଟ6|40% - ଆସେଣ୍ଟ1|40% - ଆସେଣ୍ଟ2|40% - ଆସେଣ୍ଟ3|40% - ଆସେଣ୍ଟ4|40% - ଆସେଣ୍ଟ5|40% - ଆସେଣ୍ଟ6|60% - ଆସେଣ୍ଟ1|60% - ଆସେଣ୍ଟ2|60% - ଆସେଣ୍ଟ3|60% - ଆସେଣ୍ଟ4|60% - ଆସେଣ୍ଟ5|60% - ଆସେଣ୍ଟ6|ଆସେଣ୍ଟ1|ଆସେଣ୍ଟ2|ଆସେଣ୍ଟ3|ଆସେଣ୍ଟ4|ଆସେଣ୍ଟ5|ଆସେଣ୍ଟ6|ଖରାପ|ହିସାବ|କକ୍ଷ ପରୀକ୍ଷଣ|କମା|କମା [0]|ମୁଦ୍ରା|ମୁଦ୍ରା [0]|ବିବରାଣତ୍ମକ ପାଠ|ଭଲ|ଶିରୋନାମା1|ଶିରୋନାମା 2|ଶିରୋନାମା 3|ଶିରୋନାମା 4|ଇନ୍‌ପୁଟ୍|ଯୋସୂତ୍ର ହୋଇଥିବା କକ୍ଷ|ନିରପେକ୍ଷ|ସାଧାରଣ|ଟିପ୍ପଣୀ|ଆଉଟ୍‌ପୁଟ୍|ଶତକଡ଼ା|ଟାଇଟେଲ୍|ମୋଟ୍|ଚେତାବନୀ ପାଠ
1097|20% - அழுத்தம்1|20% - அழுத்தம்2|20% - அழுத்தம்3|20% - அழுத்தம்4|20% - அழுத்தம்5|20% - அழுத்தம்6|40% - அழுத்தம்1|40% - அழுத்தம்2|40% - அழுத்தம்3|40% - அழுத்தம்4|40% - அழுத்தம்5|40% - அழுத்தம்6|60% - அழுத்தம்1|60% - அழுத்தம்2|60% - அழுத்தம்3|60% - அழுத்தம்4|60% - அழுத்தம்5|60% - அழுத்தம்6|அழுத்தம்1|அழுத்தம்2|அழுத்தம்3|அழுத்தம்4|அழுத்தம்5|அழுத்தம்6|மோசம்|கணக்கிடுதல்|கலத்தை சரிபார்|காற்புள்ளி|காற்புள்ளி [0]|நாணயம்|செலாவணி [0]|விளக்க உரை|நன்று|தலைப்பு 1|தலைப்பு 2|தலைப்பு 3|தலைப்பு 4|உள்ளிடு|இணைக்கப்பட்ட கலம்|நடுநிலை|சராசரி|குறிப்பு|வினைவிளைவு|சதவீதம்|தலைப்பு|மொத்தம்|எச்சரிக்கை உரை
1098|20% - యాక్సెంట్1|20% - యాక్సెంట్2|20% - యాక్సెంట్3|20% - యాక్సెంట్4|20% - యాక్సెంట్5|20% - యాక్సెంట్6|40% - యాక్సెంట్1|40% - యాక్సెంట్2|40% -యాక్సెంట్3|40% - యాక్సెంట్4|40% - యాక్సెంట్5|40% - యాక్సెంట్6|60% - యాక్సెంట్1|60% - యాక్సెంట్2|60% - యాక్సెంట్3|60% - యాక్సెంట్4|60% - యాక్సెంట్5|60% - యాక్సెంట్6|యాక్సెంట్1|యాక్సెంట్2|యాక్సెంట్3|యాక్సెంట్4|యాక్సెంట్5|యాక్సెంట్6|బ్యాడ్|లెక్కింపు|గడి తనిఖీ|కామా|కామా [0]|ద్రవ్యం|ద్రవ్యం [0]|వివరణాత్మక పాఠం|బాగుంది|శీర్షిక 1|శీర్షిక 2|శీర్షిక 3|శీర్షిక 4|మూలాంశం|లింక్ అయిన గడి|తటస్థం|సాధారణ|గమనిక|ఫలితాంశం|శాతం|శీర్షిక|మొత్తం|హెచ్చరిక పాఠం
1099|20% - ತೀಕ್ಷ್ಣತೆ1|20% - ತೀಕ್ಷ್ಣತೆ2|20% - ತೀಕ್ಷ್ಣತೆ3|20% - ತೀಕ್ಷ್ಣತೆ4|20% - ತೀಕ್ಷ್ಣತೆ5|20% - ತೀಕ್ಷ್ಣತೆ6|40% - ತೀಕ್ಷ್ಣತೆ1|40% - ತೀಕ್ಷ್ಣತೆ2|40% - ತೀಕ್ಷ್ಣತೆ3|40% - ತೀಕ್ಷ್ಣತೆ4|40% - ತೀಕ್ಷ್ಣತೆ5|40% - ತೀಕ್ಷ್ಣತೆ6|60% - ತೀಕ್ಷ್ಣತೆ1|60% - ತೀಕ್ಷ್ಣತೆ2|60% - ತೀಕ್ಷ್ಣತೆ3|60% - ತೀಕ್ಷ್ಣತೆ4|60% - ತೀಕ್ಷ್ಣತೆ5|60% - ತೀಕ್ಷ್ಣತೆ6|ತೀಕ್ಷ್ಣತೆ1|ತೀಕ್ಷ್ಣತೆ2|ತೀಕ್ಷ್ಣತೆ3|ತೀಕ್ಷ್ಣತೆ4|ತೀಕ್ಷ್ಣತೆ5|ತೀಕ್ಷ್ಣತೆ6|ಕೆಟ್ಟ|ಲೆಕ್ಕಾಚಾರ|ಪರಿಶೀಲನೆ ಕೋಶ|ಅಲ್ಪವಿರಾಮ|ಅಲ್ಪವಿರಾಮ [0]|ಕರೆನ್ಸಿ|ಕರೆನ್ಸಿ [0]|ವಿವರಣಾತ್ಮ ಪಠ್ಯ|ಉತ್ತಮ|ತಲೆಬರಹ 1|ತಲೆಬರಹ 2|ತಲೆಬರಹ 3|ತಲೆಬರಹ 4|ಇನ್‌ಪುಟ್|ಲಿಂಕ್ಆದ ಕೋಶ|ನ್ಯೂಟ್ರಲ್|ಸಾಮಾನ್ಯ|ಟಿಪ್ಪಣಿ|ಔಟ್‌ಪುಟ್|ಶೇಕಡ|ಶೀರ್ಷಿಕೆ|ಮೊತ್ತ|ಎಚ್ಚರಿಕೆ ಪಠ್ಯ
